strategy,N,rep,output,rmse,nrmse,r2,mae
random,40,3,i_l_mean,2.3764799990791494,0.06297019381645448,0.7316257221612393,1.2975988345141396
random,40,3,v_out_ripple,0.05708749635527749,0.04201119455262682,0.8337985866928942,0.03293093525034714
random,40,3,i_l_ripple,0.09891456544854146,0.016407500485988113,0.9884745843126999,0.03661266080634452
random,40,3,efficiency,0.265368083506311,0.1137846809438659,-0.058943810670738284,0.1625506273736723
random,40,4,v_out_mean,1.478639292340928,0.016219640562117728,0.9934466989452958,0.9098482489397649
random,40,4,i_l_mean,1.6739976597634019,0.04435634094309154,0.8668374034944998,0.9779579987060361
random,40,4,v_out_ripple,0.09159430717001629,0.06740506247611762,0.572151826170979,0.04611561935668811
random,40,4,i_l_ripple,0.11738111827233678,0.019470648699367994,0.9837694742289085,0.04269822208154914
random,40,4,efficiency,0.2512679289637767,0.10773880849122291,0.05059905267352316,0.1574259361572591
random,40,5,v_out_mean,1.3344151890363196,0.014637602854807077,0.9946627494859762,0.9494809737192239
random,40,5,i_l_mean,1.767957874473083,0.04684602860450546,0.8514692454632193,0.8717918792988913
random,40,5,v_out_ripple,0.05151286133068042,0.03790877122824881,0.8646731208427825,0.029618956518881447
random,40,5,i_l_ripple,0.17633156512765835,0.029249082047802296,0.9633734318434399,0.08539609793610871
random,40,5,efficiency,0.24036201640266566,0.10306256497025629,0.13122519481031025,0.16285795356961835
random,40,6,v_out_mean,1.6191752300710172,0.01776122166837487,0.9921417953083358,0.6569169483215975
random,40,6,i_l_mean,2.574921702795358,0.06822835401520182,0.6849346689594835,0.9378792059603455
random,40,6,v_out_ripple,0.08848573233526821,0.06511743470293138,0.6007000848238693,0.028837277856656917
random,40,6,i_l_ripple,0.15457913309042876,0.02564088706050348,0.9718526289638567,0.03843941125041114
random,40,6,efficiency,0.2480170541400531,0.1063448964965386,0.0750066085142087,0.14357584830026363
random,40,7,v_out_mean,3.021672052953252,0.03314563250778124,0.9726328047877132,1.5750198357215652
random,40,7,i_l_mean,2.105845620306495,0.055799125980279425,0.7892703618334458,1.007777829789162
